id,Nombre,Grupo de alimento,Marca,Cantidad,Unidad,Calorias,Proteinas,Carbohidratos,Grasas,Fibra,vitA,vitB1,vitB2,vitB3,vitB5,vitB6,vitB9,vitB12,vitC,vitD,vitE,vitK,choline,calcium,copper,iron,magnesium,manganese,phosphorus,potassium,selenium,sodium,zinc,water,cholesterol,saturatedFat,monoUnsaturatedFat,polyUnsaturatedFat,glycemicIndex,tiene_micros,es_duplicado,momento_sugerido,comments,usar_en_generador
,"Berberechos y similares, en conserva, al natural","Mariscos, crustáceos y moluscos",,100,gr,47,10.7,0,0.5,0,250,0.04,0.14,4.1,,0.03,12.8,0,,0,0.37,,,128,,24,51,,204,43,45,3520,1.3,88.8,40,0.05,0.03,0.13,,True,True,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). Sinónimo de ""Almejas y similares, en conserva, al natural"" en el libro.",False
,Calamares y similares en conserva,"Mariscos, crustáceos y moluscos",,100,gr,88,17,0.5,2,0,70,0.07,0.14,3.6,,0.03,3.4,1.3,0,0,0.82,,,78,,1.7,36,,185,93,44.8,425,1.2,80.5,200,0.52,0.15,0.74,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Mejillón en conserva al natural,"Mariscos, crustáceos y moluscos",,100,gr,82,12,2,2.9,0,53.1,0.1,0.14,3,,0.06,13,7.7,0,0,1.2,,,80,,4.5,23,,145,320,45,290,1.8,83.1,100,0.51,0.54,0.79,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Mejillón en escabeche,"Mariscos, crustáceos y moluscos",,100,gr,169,10.7,0,14,0,53.1,0.1,0.13,3.2,,0.06,13,7.7,0,0,1.33,,,45.3,,3.7,20.4,,200,282,56,296,1.6,75.3,61.9,2.8,2.7,8.5,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Aguardientes (50% vol.),Bebidas alcohólicas,,100,gr,390,0,27.6,0,0,0,0,0,0,,0,0,0,0,0,0,,,0,,0,0,,5,0,0,0,0,72.4,0,0,0,0,,False,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",False
,Anises (50% vol.),Bebidas alcohólicas,,100,gr,390,0,27.6,0,0,0,0,0,0,,0,0,0,0,0,0,,,0,,0,0,,5,0,0,0,0,72.4,0,0,0,0,,False,True,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). Sinónimo de ""Aguardientes (50% vol.)"" en el libro.",False
,Bíter (16% vol.),Bebidas alcohólicas,,100,gr,152,0,16.1,0,0,0,0,0,0,,0,0,0,0,0,0,,,0,,0,0,,0,2,0,2,0.1,83.9,0,0,0,0,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",False
,Cava (14% vol.),Bebidas alcohólicas,,100,gr,87,0.3,1.4,0,0,0,0,0.01,0.1,,0.02,0,0,0,0,0,,,3,,0.5,6,,7,57,0,4,0,98.3,0,0,0,0,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",False
,Cerveza (4% vol.),Bebidas alcohólicas,,100,gr,33,0.3,2.4,0,0.2,0,0,0.03,0.4,,,4.1,0.14,0,0,0,,,7,,0.01,6,,20,43,0,11,0.02,97.3,0,0,0,0,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",False
,Cerveza baja en alcohol (1% vol.),Bebidas alcohólicas,,100,gr,13,0.2,2.1,0,0.2,0,0,0.02,0.7,,0.05,3,0,0,0,0,,,10,,0,6,,20,34,,7,0,97.7,0,0,0,0,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",False
,Cerveza oscura (8% vol.),Bebidas alcohólicas,,100,gr,66.5,0.6,5.3,0,0.2,0,0,0.05,0.81,,0.05,9.5,0.28,0,0,0,,,11,,0.05,16.5,,33.5,92,,11.5,0.01,94.1,0,0,0,0,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",False
,Coñac (40% vol.),Bebidas alcohólicas,,100,gr,233,0,0.4,0,0,0,0,0,0,,0,0,0,0,0,0,,,0,,0,0,,5,0,0,0,0,99.6,0,0,0,0,,False,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",False
,Champán (14% vol.),Bebidas alcohólicas,,100,gr,87,0.3,1.4,0,0,0,0,0.01,0.1,,0.02,0,0,0,0,0,,,3,,0.5,6,,7,57,0,4,0,98.3,0,0,0,0,,True,True,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). Sinónimo de ""Cava (14% vol.)"" en el libro.",False
,Ginebra (40% vol.),Bebidas alcohólicas,,100,gr,233,0,0.4,0,0,0,0,0,0,,0,0,0,0,0,0,,,0,,0,0,,5,0,0,0,0,99.6,0,0,0,0,,False,True,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). Sinónimo de ""Coñac (40% vol.)"" en el libro.",False
,Licores (50% vol.),Bebidas alcohólicas,,100,gr,390,0,27.6,0,0,0,0,0,0,,0,0,0,0,0,0,,,0,,0,0,,5,0,0,0,0,72.4,0,0,0,0,,False,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",False
,Ron (40% vol.),Bebidas alcohólicas,,100,gr,233,0,0.4,0,0,0,0,0,0,,0,0,0,0,0,0,,,0,,0,0,,5,0,0,0,0,99.6,0,0,0,0,,False,True,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). Sinónimo de ""Coñac (40% vol.)"" en el libro.",False
,Sangría (10% vol.),Bebidas alcohólicas,,100,gr,71,0.2,3.8,0,0,1,0.01,0.01,0.07,,0.02,0,0,4,0,0.01,,,7,,0.5,10,,9,78,0,3,0.3,96,0,0,0,0,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",False
,Sidra (5% vol.),Bebidas alcohólicas,,100,gr,43,0,4,0,0,0,0,0,0.01,,0,2,0,0,0,0,,,6,,0.3,3,,,72,0,7,0,96,0,0,0,0,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",False
,Tequila (48% vol.),Bebidas alcohólicas,,100,gr,266,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,0,,0.1,0,,10,0,0,2,0,100,0,0,0,0,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",False
,Vermú (17% vol.),Bebidas alcohólicas,,100,gr,134,0.1,10,0,0,0,0,0,0,,0,0,0,0,0,0,,,6,,0.4,4,,4,30,0,28,0,89.9,0,0,0,0,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",False
,"Vino de mesa (tinto, blanco, rosado) (13% vol.)",Bebidas alcohólicas,,100,gr,77.6,0.1,1.1,0,0.15,0,0,0.01,0.1,,0.03,0.1,0,0,0,0,,,8.7,,0.7,8,,10,110,0,7,0.1,98.8,0,0,0,0,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",False
,"Vinos dulces (Málaga, Oporto, Moscatel) (19% vol.)",Bebidas alcohólicas,,100,gr,160,0.2,13,0,0,0,0,0.01,0.06,,0.01,0.1,0,0,0,0,,,4,,0.4,11,,12,97,0,4,,86.8,0,0,0,0,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",False
,"Vinos finos (Jerez, manzanilla, etc.) (20% vol.)",Bebidas alcohólicas,,100,gr,124,0.1,3,0,0,0,0,0.01,0.1,,0.02,0,0,0,0,0,,,8,,0.4,5,,10,55,0,27,0,96.9,0,0,0,0,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",False
,Vodka (40% vol.),Bebidas alcohólicas,,100,gr,235,0,0,0,0,0,0.01,0.01,0,,0,0,0,0,0,0,,,0,,0.01,0,,5,1,0,1,0,100,0,0,0,0,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",False
,Whisky (40% vol.),Bebidas alcohólicas,,100,gr,233,0,0.4,0,0,0,0,0,0,,0,0,0,0,0,0,,,0,,0,0,,5,0,0,0,0,99.6,0,0,0,0,,False,True,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). Sinónimo de ""Coñac (40% vol.)"" en el libro.",False
,Agua,Bebidas no alcohólicas,,100,gr,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,100,0,0,0,0,,False,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). No proponer al generar dietas.",False
,Batido fermentado de soja,Alternativas vegetales,,100,gr,83,5,3.9,5.25,0,0,0.06,0.27,0.1,,0.07,19,0,0,0,0.74,,,100,,0.4,15,,47,120,,32,0.2,85.9,0,0.65,0.97,2.58,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Bebida isotónica,Bebidas no alcohólicas,,100,gr,33,0,8.2,0,0,0,0.3,0.1,0.2,,0,0,0,11.2,0,0,,,3.42,,0,0.39,,0.88,1.91,,22.03,0,91.8,0,0,0,0,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Bíter sin alcohol,Bebidas no alcohólicas,,100,gr,42,0,10.5,0,0,0,0,0,0,,,0,0,0,0,,,,4,,0,1,,15,1,0,8,0,89.5,0,0,0,0,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Café soluble en polvo,Bebidas no alcohólicas,,100,gr,102,14,11,0,0,,0,0.11,24.9,,0.03,0,0,0,0,,,,160,,4.4,390,,350,4000,0,41,0.5,74.4,0,,,,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,"Café, infusión",Bebidas no alcohólicas,,100,gr,4,0.3,0.8,0,0,,0.01,0.01,0.7,,0,0,0,,0,0,,,5,,0.2,6,,5,66,0,3.5,,98.9,0,,,,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Cereales malteados en polvo,Bebidas no alcohólicas,,100,gr,110,12.3,2.6,5.6,0,0,1,2,15,,0,0,0,0,0,0,,,250,,2,100,,450,943,,254,0,79.5,0,0,0,0,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Cerveza sin alcohol,Bebidas no alcohólicas,,100,gr,8,0.4,1.5,0,0.15,0,0,0.02,1,,0.03,5,0,0,0,0,,,3,,0,7,,19,44,0,2,0,98.1,0,0,0,0,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Colas,Bebidas no alcohólicas,,100,gr,42,0,10.5,0,0,0,0,0,0,,,0,0,0,0,,,,4,,0,1,,15,1,0.1,8,0,89.5,0,0,0,0,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Colas sin calorías,Bebidas no alcohólicas,,100,gr,0.32,0.01,0.07,0,0,0,0,0,0,,,0,0,0,0,,,,4,,0,1,,15,1,0.1,8,0,99.9,0,0,0,0,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Gaseosas,Bebidas no alcohólicas,,100,gr,42,0,10.5,0,0,0,0,0,0,,,0,0,0,0,,,,4,,0,1,,15,1,0,8,0,89.5,0,0,0,0,,True,True,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). Sinónimo de ""Colas"" en el libro.",False
,Gaseosas sin calorías,Bebidas no alcohólicas,,100,gr,0.32,0.01,0.07,0,0,0,0,0,0,,,0,0,0,0,,,,4,,0,1,,15,1,0,8,0,99.9,0,0,0,0,,True,True,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). Sinónimo de ""Colas sin calorías"" en el libro.",False
,Horchata de chufa,Bebidas no alcohólicas,,100,gr,84.7,1.1,13.5,2.9,0.1,0,0.02,0,0.13,,0,2,0,0.03,0,0,,,29,,1.2,19,,50,92.4,,9.3,0.95,82.4,0,0.41,2.07,0.27,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Leche de arroz,Alternativas vegetales,,100,gr,48,0.3,9.2,0.97,0.3,0.3,0.027,0.142,0.39,,0.039,2,0,0,0,0.47,,,10,,0.2,11,,56,27,2.2,39,0.13,89.3,0,0,0.625,0.313,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Leche de avena,Alternativas vegetales,,100,gr,47,1,8.7,0.7,0.8,0,0.03,0.01,0.4,,0.01,4.6,0,0,0,0.4,,,7,,0.6,13.4,,43,41,0.9,50,0.5,89.6,0,0.1,0.4,0.2,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,"Néctar de frutas, envasado",Bebidas no alcohólicas,,100,gr,54,0.4,13.2,0,0,16.67,0.04,0.03,0.25,,0.01,5,0,15,0,0.3,,,15,,0.1,8,,10,120,,3,0,86.4,0,0,0,0,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Refrescos,Bebidas no alcohólicas,,100,gr,42,0,10.5,0,0,0,0,0,0,,,0,0,0,0,,,,4,,0,1,,15,1,0,8,0,89.5,0,0,0,0,,True,True,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). Sinónimo de ""Colas"" en el libro.",False
,Refrescos sin calorías,Bebidas no alcohólicas,,100,gr,0.32,0.01,0.07,0,0,0,0,0,0,,,0,0,0,0,,,,4,,0,1,,15,1,0,8,0,99.9,0,0,0,0,,True,True,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). Sinónimo de ""Colas sin calorías"" en el libro.",False
,Sorbete de limón,Postres y helados,,100,gr,140,0.9,34.2,0,0,0,0,0.04,0.3,,0.01,1,0,0,0,0,,,2,,0,2,,5,42,1,18,1,64.9,0,,,,,True,False,"Media mañana / merienda, Comida / cena","Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,"Té, infusión (sin azúcar)",Bebidas no alcohólicas,,100,gr,0,0.1,0,0,0,0,0,0.01,0.1,,0,0,0,0,0,,,,0,,0,1,,1,17,0,0,0,99.9,0,0,0,0,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Tónica,Bebidas no alcohólicas,,100,gr,38,0,9.5,0,0,0,0.01,0.02,0.01,,0,0,0,0,0,0.01,,,2,,0,0,,0,0,,2,0,90.5,0,0,0,0,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Zumo de cítricos,Bebidas no alcohólicas,,100,gr,42,0.3,10.1,0,0,4,0,0,0,,,0,0,30,0,,,,7,,0.2,7,,17,1,1,7,,89.6,0,0,0,0,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Zumo de frutas no cítricas,Bebidas no alcohólicas,,100,gr,48,0.4,11.5,0,0,6.6,0.04,0.01,0.3,,,3,0,18.5,0,,,,9,,0.5,10,,10,125,1,1,,88.1,0,0,0,0,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Zumo de lima,Bebidas no alcohólicas,,100,gr,37,0.4,8.4,0.07,0.4,2,0.025,0.015,0.142,,0.038,10,0,30,0,0.22,,,14,,0.09,8,,14,117,0.1,2,0.08,90.8,0,0.008,0.008,0.023,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Zumo de limón,Bebidas no alcohólicas,,100,gr,8,0.3,1.6,0,0.1,2,0.03,0.01,0.1,,0.05,13,0,36,0,,,,7,,0.1,7,,8,130,1,1,0,98,0,0,0,0,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Zumo de mandarina,Bebidas no alcohólicas,,100,gr,45,0.5,10.1,0.2,0.2,13,0.06,0.02,0.1,,0.042,5,0,31,0,0.13,,,18,,0.2,8,,14,178,0.1,1,0.03,88.9,0,0.024,0.036,0.04,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Zumo de manzana,Bebidas no alcohólicas,,100,gr,48,0.1,11.8,0,0.01,0,0.02,0.02,0.1,,0.04,3,0,1.4,0,0,,,6.9,,0.26,4.2,,7,116,0.1,2.12,0.12,88.1,0,0,0,0,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Zumo de melocotón,Bebidas no alcohólicas,,100,gr,65,1.1,14.9,0,0.75,21.7,0.02,0.05,1.27,,0.05,8.2,0,7,0,,,,6,,0.77,12,,25,241,0.3,8,0.22,83.3,0,0,0,0,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Zumo de naranja,Bebidas no alcohólicas,,100,gr,43,0.5,10.2,0,0.1,13,0.08,0.02,0.3,,0.05,20,0,39,0,0.12,,,10,,0.3,9,,15,150,1,5,0.12,89.2,0,0,0,0,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Zumo de naranja natural,Bebidas no alcohólicas,,100,gr,43,0.6,10,0,0.1,10,0.08,0.03,0.3,,0.04,37,0,40,0,0.09,,,15.5,,0.2,10,,19,166,,1,0.17,89.3,0,,,,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Zumo de piña,Bebidas no alcohólicas,,100,gr,51,0.4,12.1,0.1,0.1,5,0.05,0.02,0.2,,0.1,7.5,0,10,0,0.03,,,12,,0.7,12,,10,140,1.2,1,0.1,87.3,0,,,,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Zumo de pomelo,Bebidas no alcohólicas,,100,gr,35,0.4,8.3,0,0.01,0,0.04,0.01,0.2,,0.02,6,0,31,0,0.1,,,9.3,,0.2,8,,13,120,0.1,2,0.19,91.3,0,,,,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Zumo de tomate,Bebidas no alcohólicas,,100,gr,16,0.8,3,0,0.6,33,0.02,0.02,0.8,,0.06,10,0,8,0,1.01,,,10,,0.4,10,,19,230,0,230,0.1,95.6,0,,,,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Zumo de uva,Bebidas no alcohólicas,,100,gr,66,0.4,16.1,0,,0.8,0.03,0.03,0.24,,0.04,2.8,0,1.5,0,0.04,,,11,,0.33,10,,12,140,0.1,3,0.11,83.5,0,,,,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Zumo de zanahoria,Bebidas no alcohólicas,,100,gr,24,0.6,4.8,0.2,0,433,,,,,,,0,3.8,0,,,,27,,,,,31,219,0.6,52,,94.6,0,0.027,0.007,0.071,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Albahaca fresca,Especias y hierbas,,100,gr,25,2.5,0.44,0.61,3.9,524,0.03,0.07,0.93,,0.13,64,0,18,0,,,,154,,3.17,81,,69,462,0.3,4,0.85,92.5,0,0.04,0.09,0.39,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",False
,Albahaca seca,Especias y hierbas,,100,gr,256,14.4,20.5,3.98,40.5,931,0.15,0.32,6.95,,2.32,274,0,61.2,0,7.48,,,2113,,42,422,,490,3433,2.8,34,5.82,20.6,0,0.24,0.45,2.17,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",False
,Alcaparras,Salsas y condimentos,,100,gr,44,2.4,4.9,0.9,3.2,14,0.02,0.14,0.65,,0.02,,0,4.3,0,0.9,,,40,,1.67,33,,10,40,1.2,2964,0.32,88.6,0,0.23,0.06,0.3,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,"Alcaravea, semillas",Especias y hierbas,,100,gr,486,19.8,49.9,14.6,38,18,0.383,0.379,3.606,,0.36,10,0,21,0,2.5,,,689,,16.23,258,,568,1351,12.1,17,5.5,9.9,0,0.62,7.125,3.272,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",False
,Alioli,Salsas y condimentos,,100,gr,796,0.5,2.8,86.9,0.1,0,0.02,0,0.03,,0.04,1,0,0,0,10.5,,,2,,0.1,7,,16,52,0.2,565,0.1,9.7,0,12.6,61.7,8.7,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Ajo en polvo,Especias y hierbas,,100,gr,331,16.6,72.7,0.73,9,0,0.435,0.141,0.796,,1.654,47,0,1.2,0,0.67,,,79,,5.7,77,,414,1193,23.9,60,2.99,6.45,0,0.249,0.115,0.178,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",False
,Azafrán,Especias y hierbas,,100,gr,345,11.4,61.5,5.9,,,,,,,,0,0,0,0,,,,110,,11.1,,,250,1720,5.6,150,,21.2,0,,,,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",False
,Caldo en cubitos,Platos preparados,,100,gr,207,20.2,,14,,,,,,,,,,,,,,,40,,1.2,32,,240,490,27.6,14560,0.8,65.8,,6.6,4.8,0.2,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). No proponer al generar dietas.",False
,Canela molida,Especias y hierbas,,100,gr,44,3.9,,3.2,,25.8,0.08,0.14,1.3,,0.25,29,0,28.5,0,0.01,,,1228,,38.1,55.6,,61.4,500,15,26.3,1.97,92.9,0,0.65,0.48,0.53,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",False
,"Cardamomo, semillas",Especias y hierbas,,100,gr,433,10.8,68.5,6.7,28,0,0.198,0.182,1.102,,0.23,,0,21,0,0,,,383,,13.97,229,,178,1119,,18,7.47,8.3,0,0.68,0.87,0.43,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",False
,Cebolla deshidratada en copos,Especias y hierbas,,100,gr,391,9,83.3,0.46,9.2,1,0.5,0.1,0.99,,1.6,166,0,75,0,0.18,,,257,,1.55,92,,303,1622,5,21,1.89,3.9,0,0.078,0.064,0.18,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",False
,Chile jalapeño,Especias y hierbas,,100,gr,27,1.2,5.3,0.1,,20,0.06,0.04,0.6,,0.28,23,0,72,0,,,,25,,2,25,,,340,,7,0.3,93.4,0,0.01,0,0.05,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",False
,Chile picante,Especias y hierbas,,100,gr,45,1.9,8,0.6,,16,0.09,0.13,1.5,,0.28,23,0,91,0,,,,20,,1.7,,,28,340,,7,0.3,89.5,0,0.06,0.03,0.33,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",False
,Cilantro fresco,Especias y hierbas,,100,gr,57,3.3,8,0.7,2.8,337,0.15,0.28,1.6,,0.15,62,0,75,0,,,,188,,3,,,72,521,,46,0.5,85.2,0,0.01,0.28,0.04,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",False
,Clavo,Especias y hierbas,,100,gr,454,6,57.4,20.1,9.6,53,0.115,0.267,1.458,,0,0,0,80.8,0,0,,,646,,8.68,264,,105,1102,,243,,6.9,0,5.438,1.47,7.088,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",False
,Comino,Especias y hierbas,,100,gr,438,17.8,45.4,18.2,10.5,127,0.628,0.327,4.579,,0,0,0,7.7,0,0,,,931,,66.35,356,,499,1788,,168,,8.1,,,,,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",False
,Curry,Especias y hierbas,,100,gr,435,15,60,15,,100,0.253,0.281,3.467,,0,0,0,11.4,0,0,,,500,,29.5,250,,350,1550,,50,,10,,,,,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",False
,Eneldo,Especias y hierbas,,100,gr,340,19.9,42.2,4.4,26.2,293,0.42,0.28,0.28,,1.46,0,0,0,0,9.27,,,1780,,48.8,450,,540,3310,,210,3.3,7.3,,,,,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",False
,Gelatina en polvo,Otros,,100,gr,338,84.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,0,22,,32,0.2,15.6,0,0,0,0,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). No proponer al generar dietas.",False
,Gelatina en tarrina,Postres y helados,,100,gr,62,1.22,14.2,0,0,0,0,0.006,0.001,,0,1,0,0,0,0,,,3,,0.02,1,,22,1,1.1,75,0.01,84.4,0,0,0,0,,True,False,"Media mañana / merienda, Comida / cena","Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Guindilla en polvo,Especias y hierbas,,100,gr,331,12,31.7,17.3,,6135,0.33,0.92,11.3,,0,0,0,0,0,,,,150,,34.1,150,,290,2010,4,30,2,39,0,,,,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",False
,Hinojo fresco,Especias y hierbas,,100,gr,20,1.1,2.3,0,3.3,32,0.08,0.02,0.68,,0.06,55,0,8,0,0.9,,,37,,0.5,12,,38,473,,15,0.5,93.3,0,0,0,0,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",False
,Jengibre en polvo,Especias y hierbas,,100,gr,371,9.1,64,5.95,12.5,14.7,0.05,0.19,5.155,,0.84,39,0,7,0,18,,,116,,11.52,184,,148,1343,38.5,32,4.72,8.4,0,1.94,1,1.31,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",False
,Jengibre fresco,Especias y hierbas,,100,gr,55,1.7,9.5,0.7,2,5.8,0.02,0.03,0.8,,0.16,11,0,4,0,0.26,,,17,,0.6,35,,27,330,0.7,11,0.4,86.1,0,0.2,0.15,0.15,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",False
,Ketchup,Salsas y condimentos,,100,gr,104,2.1,24,0,0,38.3,1,0.09,2.4,,0.03,1,0,2,0,,,,25,,1.2,19,,43,590,0.8,1120,0.1,73.9,0,0,0,0,,True,False,Comida / cena,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",True
,Laurel,Especias y hierbas,,100,gr,300,7.6,48.6,8.4,,618,0.01,0.42,3.9,,0,0,0,0,0,,,,830,,43,120,,110,530,2.8,25,3.7,35.4,0,,,,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide).",False
,Levadura de panadería fresca,Otros,,100,gr,95,13.2,6,0.5,7,0,0.76,1.9,16,,0.93,1000,0,0,0,0,,,20,,3.8,115,,440,630,,25,0,73.3,0,0.22,0.13,0.06,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). No proponer al generar dietas.",False
,Levadura de panadería seca,Otros,,100,gr,209,35.6,3.5,1.5,19.7,0,2.33,4,15.5,,2,4000,0,0,0,0,,,80,,20,230,,1290,2000,,23,8,39.7,0,,,,,True,False,,"Fuente: Moreiras y cols., Tablas de composición de alimentos (Pirámide). No proponer al generar dietas.",False
